model,domain,score,ratio,our_id,our_instruction,osworld_id,osworld_instruction
bge-large-en-v1.5,vlc,0.7602,0.9184,vlc_loop_current_video,Could you make VLC loop the current video instead of stopping when it ends?,5ac2891a-eacd-4954-b339-98abba077adb,My VLC Media Player has been auto-closing once the video ends. It is very annoying. Could you help me prevent the VLC Media Player from auto-closing once the video ends?
uae-large-v1,chrome,0.7601,0.5335,hotel_search_price_sort,Search for hotels in Lisbon and sort the results by lowest price.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,vlc,0.76,0.9478,vlc_loop_current_video,Could you make VLC loop the current video instead of stopping when it ends?,5ac2891a-eacd-4954-b339-98abba077adb,My VLC Media Player has been auto-closing once the video ends. It is very annoying. Could you help me prevent the VLC Media Player from auto-closing once the video ends?
uae-large-v1,chrome,0.7593,0.7906,flight_route_next_monday,Look up a flight from Frankfurt to Barcelona for next Monday.,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a,"On next Monday, look up a flight from Mumbai to Stockholm."
bge-large-en-v1.5,chrome,0.7548,0.6777,flight_route_date_tomorrow,Find flights from London Heathrow to Paris Charles de Gaulle departing tomorrow.,fc6d8143-9452-4171-9459-7f515143419a,Find flights from New York–Kennedy Airport to Chicago O'Hare Airport for tomorrow.
bge-large-en-v1.5,vlc,0.7531,0.7853,vlc_hide_title_filename,"Stop VLC from showing the currently playing file name in the window title bar, and make sure the setting persists across restarts.",a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,gimp,0.7488,0.759,gimp_gaussian_blur_dialog,Help me open up the Gaussian Blur filter window.,a746add2-cab0-4740-ac36-c3769d9bfb46,Help me open up the Vignette filter window.
bge-large-en-v1.5,vlc,0.7404,0.8931,vlc_rotate_video_clockwise,Could you rotate this video 90 degrees clockwise and save it as 'rotated_clip.mp4' on the desktop?,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6,"Hey, could you turn this video the right way up for me? And once it's flipped around, could you save it for me with the name '1984_Apple_Macintosh_Commercial.mp4' on the main screen where all my files are?"
uae-large-v1,vlc,0.7362,0.5652,vlc_max_volume_150,Can you increase the max volume to 150% of the original volume?,9195653c-f4aa-453d-aa95-787f6ccfaae9,I like watching movies (using VLC) on my laptop and sometimes the volume is too low for my taste even when the volume in VLC is set to the maximum of 125% on the volume control. Can you increase the max volume of the video to the 200% of the original volume?
bge-large-en-v1.5,gimp,0.7199,0.9309,gimp_convert_webp,"Could you convert this image to "".webp"" format and save the result as ""Seoul.webp""?",62f7fd55-0687-4a43-b6e1-3eda16fc6252,"Could you help me convert the image located at ""/home/user/logo.png"" to "".svg"" format by GIMP?"
uae-large-v1,vlc,0.7191,0.9251,vlc_single_instance_reuse,Make VLC always reuse a single instance when I open a new file.,f3977615-2b45-4ac5-8bba-80c17dbe2a37,"I want to watch two or more videos in same time on VLC. I tried to run multiple instances of VLC. It worked but can't play videos on those new instances. When I play video it plays on first instance instead of new instance.
Is there any way to solve this problem?"
uae-large-v1,chrome,0.713,0.705,flight_route_date_tomorrow,Find flights from London Heathrow to Paris Charles de Gaulle departing tomorrow.,fc6d8143-9452-4171-9459-7f515143419a,Find flights from New York–Kennedy Airport to Chicago O'Hare Airport for tomorrow.
bge-large-en-v1.5,vlc,0.7111,0.9002,vlc_single_instance_reuse,Make VLC always reuse a single instance when I open a new file.,f3977615-2b45-4ac5-8bba-80c17dbe2a37,"I want to watch two or more videos in same time on VLC. I tried to run multiple instances of VLC. It worked but can't play videos on those new instances. When I play video it plays on first instance instead of new instance.
Is there any way to solve this problem?"
uae-large-v1,vlc,0.7092,0.9075,vlc_rotate_video_clockwise,Could you rotate this video 90 degrees clockwise and save it as 'rotated_clip.mp4' on the desktop?,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6,"Hey, could you turn this video the right way up for me? And once it's flipped around, could you save it for me with the name '1984_Apple_Macintosh_Commercial.mp4' on the main screen where all my files are?"
bge-large-en-v1.5,chrome,0.6949,0.7153,hotel_review_genius_filter,"Search hotels in Amsterdam, set the review score to Very good: 8+ and enable Genius discounts, without leaving the results page.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.6889,0.922,car_electric_fuel,Find electric rental cars in Madrid with a daily price of EUR 100 or less.,82279c77-8fc6-46f6-9622-3ba96f61b477,"Find electric cars with a maximum price of $50,000 within 50 miles of 10001."
bge-large-en-v1.5,chrome,0.6862,0.9498,flight_business_cabin,Find business-class flights from Munich to Dubai on the 5th of next month.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,chrome,0.6823,0.8973,car_rating_sort,"Show cars available in Barcelona, sorted by customer rating (highest first).",1704f00f-79e6-43a7-961b-cedd3724d5fd,"Find a large car from next Monday to Friday in Zurich, sorted by price."
uae-large-v1,chrome,0.6813,0.6864,hotel_review_genius_filter,"Search hotels in Amsterdam, set the review score to Very good: 8+ and enable Genius discounts, without leaving the results page.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,vlc,0.6807,0.9276,vlc_bgcone_expand,Could you make the background cone/art image expand to fill the window?,efcf0d81-0835-4880-b2fd-d866e8bc2294,Make this part of the video my computer's background picture
uae-large-v1,chrome,0.6801,0.8461,car_rating_sort,"Show cars available in Barcelona, sorted by customer rating (highest first).",1704f00f-79e6-43a7-961b-cedd3724d5fd,"Find a large car from next Monday to Friday in Zurich, sorted by price."
bge-large-en-v1.5,chrome,0.6732,0.9858,help_category_manage_booking,"In the Help Centre, open the 'Manage your booking' category and view its articles.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.6629,0.8651,help_search_cancel,"In the Help Centre, find the article about how to cancel a booking.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,vlc,0.6618,0.9588,vlc_global_volume_hotkey,"Could you set up a global keyboard shortcut for adjusting the volume, so it works even when another window is focused?",a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,chrome,0.6611,0.9168,car_electric_fuel,Find electric rental cars in Madrid with a daily price of EUR 100 or less.,82279c77-8fc6-46f6-9622-3ba96f61b477,"Find electric cars with a maximum price of $50,000 within 50 miles of 10001."
uae-large-v1,chrome,0.661,0.9717,help_category_manage_booking,"In the Help Centre, open the 'Manage your booking' category and view its articles.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
uae-large-v1,gimp,0.6573,0.9583,gimp_convert_webp,"Could you convert this image to "".webp"" format and save the result as ""Seoul.webp""?",62f7fd55-0687-4a43-b6e1-3eda16fc6252,"Could you help me convert the image located at ""/home/user/logo.png"" to "".svg"" format by GIMP?"
uae-large-v1,vlc,0.6572,0.9152,vlc_bgcone_expand,Could you make the background cone/art image expand to fill the window?,efcf0d81-0835-4880-b2fd-d866e8bc2294,Make this part of the video my computer's background picture
bge-large-en-v1.5,chrome,0.6527,0.9124,info_sustainability,Open TravelHub's Sustainability information page.,c1fa57f3-c3db-4596-8f09-020701085416,Open the baggage fee calculator in United Airlines website.
bge-large-en-v1.5,chrome,0.6512,0.9728,multicity_three_segments,"Plan a multi-city trip with three flights: London to Paris, Paris to Rome, and Rome to Amsterdam. Add the flight segments and fill them in, but do not search yet.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,vlc,0.6405,0.991,vlc_global_volume_hotkey,"Could you set up a global keyboard shortcut for adjusting the volume, so it works even when another window is focused?",a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
uae-large-v1,chrome,0.6356,0.9371,multicity_three_segments,"Plan a multi-city trip with three flights: London to Paris, Paris to Rome, and Rome to Amsterdam. Add the flight segments and fill them in, but do not search yet.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
bge-large-en-v1.5,chrome,0.6336,0.963,hotel_open_detail,Open the detail page of one of the hotels listed for London.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.627,0.8241,hotel_open_detail,Open the detail page of one of the hotels listed for London.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.6248,0.981,flight_business_cabin,Find business-class flights from Munich to Dubai on the 5th of next month.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,chrome,0.6226,0.9031,help_search_refund,"In the Help Centre, search for 'refund' and open the article about when a refund is received.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
uae-large-v1,chrome,0.6201,0.8621,help_search_cancel,"In the Help Centre, find the article about how to cancel a booking.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.6193,0.9877,altdate_cheapest,"On the flight results for London Heathrow to Paris (departing 2026-09-15), use the alternative dates to change your departure to the cheapest date shown.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,chrome,0.6157,0.8137,geo_hierarchy_italy_rome,"Starting from the country list, navigate to Italy, then to Rome, to reach the Rome hotel search.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.6115,0.8743,geo_hierarchy_italy_rome,"Starting from the country list, navigate to Italy, then to Rome, to reach the Rome hotel search.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.6114,0.9873,checkout_fill_email_stop,"On the London to Paris flight checkout page, fill in the email james.smith@gmail.com, but do not complete the booking.",6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,chrome,0.6029,0.9902,geo_hierarchy_spain_madrid,"From the country list, browse to Spain and then to Madrid.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,chrome,0.6002,0.9862,altdate_cheapest,"On the flight results for London Heathrow to Paris (departing 2026-09-15), use the alternative dates to change your departure to the cheapest date shown.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,chrome,0.5975,0.9611,info_sustainability,Open TravelHub's Sustainability information page.,c1fa57f3-c3db-4596-8f09-020701085416,Open the baggage fee calculator in United Airlines website.
uae-large-v1,chrome,0.5801,0.9379,checkout_fill_email_stop,"On the London to Paris flight checkout page, fill in the email james.smith@gmail.com, but do not complete the booking.",da46d875-6b82-4681-9284-653b0c7ae241,"Book an appointment to apply for a transportation access pass at the Charlie Card store on the first Monday eight months later at any available time from 9:00 am to 12:00 pm, fill in my details (James Smith, james.smith@gmail.com). And do not click ""book"" directly. Let me review it."
uae-large-v1,chrome,0.5801,0.9884,geo_hierarchy_spain_madrid,"From the country list, browse to Spain and then to Madrid.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
uae-large-v1,chrome,0.5723,0.9406,help_search_refund,"In the Help Centre, search for 'refund' and open the article about when a refund is received.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.56,0.9346,hotel_multi_filter_genius_review,Show hotels in Paris with Genius discounts enabled and a review score of Superb: 9+.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.5554,0.9626,hotel_top_reviewed_open,Open the hotel with the highest number of reviews among the hotels listed for London.,a96b564e-dbe9-42c3-9ccf-b4498073438a,"In the FlightAware Discussions forum, navigate to the FlightAware > General category and open the topic with the most posts or replies."
uae-large-v1,chrome,0.5396,0.8914,hotel_multi_filter_genius_review,Show hotels in Paris with Genius discounts enabled and a review score of Superb: 9+.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
uae-large-v1,chrome,0.5326,0.9226,hotel_top_reviewed_open,Open the hotel with the highest number of reviews among the hotels listed for London.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
