model,domain,score,ratio,our_id,our_instruction,osworld_id,osworld_instruction
bge-large-en-v1.5,chrome,0.6386,0.9999,currency_switch_eur,Switch the site currency to Euros.,c1fa57f3-c3db-4596-8f09-020701085416,Open the baggage fee calculator in United Airlines website.
bge-large-en-v1.5,vlc,0.6349,0.9142,vlc_marquee_overlay_text,"Turn on the marquee text overlay and set its text to ""Preview"".",fba2c100-79e8-42df-ae74-b592418d54f4,"Snap a photo of the current video scene, save it as 'interstellar.png', and put it on the Desktop, please."
bge-large-en-v1.5,chrome,0.6336,0.963,hotel_open_detail,Open the detail page of one of the hotels listed for London.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,gimp,0.6331,0.9089,gimp_pointer_crosshair,"Change the pointer so it shows only a crosshair, with no tool icon.",d52d6308-ec58-42b7-a2c9-de80e4837b2b,Could you help me remove the dock on the left side of the screen in the GIMP?
bge-large-en-v1.5,chrome,0.6288,0.8326,trips_status_filter_cancelled,Switch the trips list to show only the cancelled bookings.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,gimp,0.6278,0.8815,gimp_group_layers,Select both layers and group them together into a single layer group.,b148e375-fe0b-4bec-90e7-38632b0d73c2,Could you assist me in adding a new layer and naming it 'Square'?
bge-large-en-v1.5,gimp,0.6239,0.9957,gimp_posterize_effect,"Posterize this image down to just 4 levels per channel for a flat, poster-like look.",2a729ded-3296-423d-aec4-7dd55ed5fbb3,Could you make the background of this image transparent for me?
bge-large-en-v1.5,gimp,0.6238,0.9342,gimp_gradient_fill_canvas,Use the Gradient tool to drag a blue-to-white gradient across the whole canvas.,06ca5602-62ca-47f6-ad4f-da151cde54cc,Could you help me set the image to Palette-Based?
bge-large-en-v1.5,chrome,0.6226,0.9031,help_search_refund,"In the Help Centre, search for 'refund' and open the article about when a refund is received.",f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.6217,0.9232,package_free_cancellation_filter,I might change my plans — only show me packages with free cancellation.,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,vlc,0.6215,0.9876,vlc_subtitle_force_bold,Make subtitles always render in bold.,cb130f0d-d36f-4302-9838-b3baf46139b6,Automatically adjust the brightness and contrast of this video to match my room's lighting.
bge-large-en-v1.5,chrome,0.6193,0.9877,altdate_cheapest,"On the flight results for London Heathrow to Paris (departing 2026-09-15), use the alternative dates to change your departure to the cheapest date shown.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
bge-large-en-v1.5,vlc,0.6131,0.9839,vlc_remap_snapshot_hotkey,Remap the take-snapshot shortcut to Ctrl+Alt+S.,fba2c100-79e8-42df-ae74-b592418d54f4,"Snap a photo of the current video scene, save it as 'interstellar.png', and put it on the Desktop, please."
bge-large-en-v1.5,chrome,0.6115,0.8743,geo_hierarchy_italy_rome,"Starting from the country list, navigate to Italy, then to Rome, to reach the Rome hotel search.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.6114,0.9873,checkout_fill_email_stop,"On the London to Paris flight checkout page, fill in the email james.smith@gmail.com, but do not complete the booking.",6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,Find flights from Seattle to New York on 5th next month and only show those that can be purchased with miles.
bge-large-en-v1.5,chrome,0.6029,0.9902,geo_hierarchy_spain_madrid,"From the country list, browse to Spain and then to Madrid.",f79439ad-3ee8-4f99-a518-0eb60e5652b0,Search for a one way flight from Dublin to Vienna on 10th next month for 2 adults.
bge-large-en-v1.5,chrome,0.6002,0.9768,taxi_filter_luxury,Only show me the Luxury vehicles in these taxi results.,1704f00f-79e6-43a7-961b-cedd3724d5fd,"Find a large car from next Monday to Friday in Zurich, sorted by price."
bge-large-en-v1.5,vlc,0.598,0.9033,vlc_equalizer_rock_preset,Turn on the equalizer and switch it to the Rock preset.,cb130f0d-d36f-4302-9838-b3baf46139b6,Automatically adjust the brightness and contrast of this video to match my room's lighting.
bge-large-en-v1.5,vlc,0.5971,0.9765,vlc_subtitle_yellow,Change the subtitle text color to yellow.,d06f0d4d-2cd5-4ede-8de9-598629438c6e,"Can you change the color of the volume slider to black-ish color? I often use the player in a low-light environment, and a darker color scheme would be less straining on my eyes, especially during nighttime usage."
bge-large-en-v1.5,vlc,0.5897,0.98,vlc_replay_gain_track,My tracks are all at wildly different volumes — turn on per-track replay gain.,9195653c-f4aa-453d-aa95-787f6ccfaae9,I like watching movies (using VLC) on my laptop and sometimes the volume is too low for my taste even when the volume in VLC is set to the maximum of 125% on the volume control. Can you increase the max volume of the video to the 200% of the original volume?
bge-large-en-v1.5,vlc,0.5876,0.9886,vlc_deinterlace_yadif,Turn on deinterlacing and set the method to Yadif.,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
bge-large-en-v1.5,chrome,0.5852,0.9673,attraction_view_london_eye,Find the London Eye attraction listing in London and open its detail page.,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.5711,0.9587,package_filter_4star,I only want to stay somewhere nice — filter these packages down to 4-star hotels only.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.5675,0.9759,trips_signin_email,Sign into the trips page using the email address alex.traveler@example.com.,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,Find the FAQ page about ticket delivery.
bge-large-en-v1.5,chrome,0.56,0.9346,hotel_multi_filter_genius_review,Show hotels in Paris with Genius discounts enabled and a review score of Superb: 9+.,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
bge-large-en-v1.5,chrome,0.5587,0.9883,trips_cancel_booking,Cancel my Grand Plaza Hotel booking.,99146c54-4f37-4ab8-9327-5f3291665e1e,Please help me set Chrome to delete my browsing data automatically every time I close the browser.
bge-large-en-v1.5,vlc,0.5557,0.9813,vlc_network_caching_1500,Streaming keeps stuttering — raise the network caching buffer to 1500 milliseconds.,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81,"Enable VLC Minimal Interface in window mode so the bottom playback controls are hidden, and make sure the setting persists after restarting VLC. I often multitask on my computer, and the persistent toolbar in VLC is very distracting."
bge-large-en-v1.5,chrome,0.5554,0.9626,hotel_top_reviewed_open,Open the hotel with the highest number of reviews among the hotels listed for London.,a96b564e-dbe9-42c3-9ccf-b4498073438a,"In the FlightAware Discussions forum, navigate to the FlightAware > General category and open the topic with the most posts or replies."
bge-large-en-v1.5,vlc,0.5507,0.9925,vlc_subtitle_encoding_cp949,My Korean subtitles show up as broken characters — set the subtitle text encoding to CP949.,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6,"Hey, could you turn this video the right way up for me? And once it's flipped around, could you save it for me with the name '1984_Apple_Macintosh_Commercial.mp4' on the main screen where all my files are?"
bge-large-en-v1.5,chrome,0.5425,0.9652,trips_modify_checkin_date,"My Seaside Resort booking needs to move — change the check-in date to August 12, 2026.",b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,Find a Hotel in New York City with lowest price possible for 2 adults next weekend. Sort the search results by price and stay on the results page.
